Loan,Alpha_CH,Alpha_EU,Alpha_US
ABC21509,0,0.34,0
ABC21510,0,0.21,0
ABC21511,0,0.6,0
ABC21512,0,0,0.37
ABC21513,0,0.25,0
ABC21514,0,0,0.58
ABC21515,0,0.55,0
ABC21516,0,0,0.29
ABC21517,0,0.53,0
ABC21518,0,0.62,0
ABC21519,0,0,0.56
ABC21520,0,0.41,0
ABC21521,0,0,0.79
ABC21522,0,0.62,0
ABC21523,0,0.5,0
ABC21524,0,0.25,0
ABC21525,0,0.24,0
ABC21526,0,0,0.55
ABC21527,0,0.49,0
ABC21528,0,0.67,0
ABC21529,0,0.75,0
ABC21530,0,0.48,0
ABC21531,0,0,0.62
ABC21532,0,0,0.71
ABC21533,0,0,0.32
ABC21534,0,0,0.48
ABC21535,0,0,0.24
ABC21536,0,0.34,0
ABC21537,0,0.22,0
ABC21538,0,0,0.47
ABC21539,0,0.25,0
ABC21540,0,0.78,0
ABC21541,0,0.34,0
ABC21542,0,0,0.45
ABC21543,0,0.67,0
ABC21544,0,0,0.25
ABC21545,0,0.7,0
ABC21546,0,0.55,0
ABC21547,0,0.66,0
ABC21548,0,0.44,0
ABC21549,0,0,0.59
ABC21550,0,0.7,0
ABC21551,0,0.49,0
ABC21552,0,0,0.54
ABC21553,0,0.68,0
ABC21554,0,0.53,0
ABC21555,0,0.52,0
ABC21556,0,0,0.72
ABC21557,0,0,0.5
ABC21558,0,0.45,0
ABC21559,0,0.39,0
ABC21560,0,0.22,0
ABC21561,0,0,0.49
ABC21562,0,0.61,0
ABC21563,0,0.56,0
ABC21564,0,0,0.38
ABC21565,0,0.55,0
ABC21566,0,0.43,0
ABC21567,0,0.67,0
ABC21568,0,0,0.28
ABC21569,0,0,0.21
ABC21570,0,0.35,0
ABC21571,0,0,0.58
ABC21572,0,0.32,0
ABC21573,0,0.23,0
ABC21574,0,0,0.29
ABC21575,0,0.67,0
ABC21576,0,0,0.64
ABC21577,0,0,0.51
ABC21578,0,0,0.65
ABC21579,0,0.24,0
ABC21580,0,0,0.24
ABC21581,0,0.41,0
ABC21582,0,0,0.49
ABC21583,0,0.21,0
ABC21584,0,0.21,0
ABC21585,0,0.57,0
ABC21586,0,0.53,0
ABC21587,0,0,0.69
ABC21588,0,0.32,0
ABC21589,0,0.39,0
ABC21590,0,0.36,0
ABC21591,0,0,0.37
ABC21592,0,0.7,0
ABC21593,0,0,0.35
ABC21594,0,0,0.32
ABC21595,0,0,0.65
ABC21596,0,0.46,0
ABC21597,0,0,0.44
ABC21598,0,0,0.26
ABC21599,0,0,0.28
ABC21600,0,0,0.32
ABC21601,0,0.49,0
ABC21602,0,0.53,0
ABC21603,0,0.76,0
ABC21604,0,0.54,0
ABC21605,0,0,0.35
ABC21606,0,0,0.39
ABC21607,0,0.78,0
ABC21608,0,0,0.78
ABC21609,0,0,0.28
ABC21610,0,0.37,0
ABC21611,0,0.73,0
ABC21612,0,0,0.7
ABC21613,0,0,0.58
ABC21614,0,0.7,0
ABC21615,0,0,0.72
ABC21616,0,0,0.22
ABC21617,0,0.21,0
ABC21618,0,0.58,0
ABC21619,0,0.33,0
ABC21620,0,0,0.49
ABC21621,0,0,0.74
ABC21622,0,0,0.47
ABC21623,0,0.41,0
ABC21624,0,0.4,0
ABC21625,0,0.2,0
ABC21626,0,0.67,0
ABC21627,0,0,0.75
ABC21628,0,0.22,0
ABC21629,0,0.29,0
ABC21630,0,0.29,0
ABC21631,0,0,0.37
ABC21632,0,0,0.41
ABC21633,0,0.49,0
ABC21634,0,0,0.53
ABC21635,0,0.27,0
ABC21636,0,0.59,0
ABC21637,0,0.47,0
ABC21638,0,0.34,0
ABC21639,0,0.44,0
ABC21640,0,0,0.36
ABC21641,0,0,0.42
ABC21642,0,0,0.21
ABC21643,0,0.77,0
ABC21644,0,0.5,0
ABC21645,0,0,0.3
ABC21646,0,0.77,0
ABC21647,0,0.47,0
ABC21648,0,0,0.59
ABC21649,0,0.21,0
ABC21650,0,0.51,0
ABC21651,0,0,0.49
ABC21652,0,0,0.48
ABC21653,0,0.46,0
ABC21654,0,0,0.28
ABC21655,0,0.38,0
ABC21656,0,0,0.25
ABC21657,0,0,0.48
ABC21658,0,0.31,0
ABC21659,0,0.71,0
ABC21660,0,0.6,0
ABC21661,0,0.79,0
ABC21662,0,0,0.35
ABC21663,0,0,0.73
ABC21664,0,0,0.68
ABC21665,0,0.47,0
ABC21666,0,0.63,0
ABC21667,0,0,0.54
ABC21668,0,0.7,0
ABC21669,0,0.47,0
ABC21670,0,0,0.65
ABC21671,0,0,0.77
ABC21672,0,0,0.22
ABC21673,0,0.57,0
ABC21674,0,0,0.45
ABC21675,0,0,0.22
ABC21676,0,0,0.34
ABC21677,0,0,0.58
ABC21678,0,0.73,0
ABC21679,0,0,0.3
ABC21680,0,0.31,0
ABC21681,0,0.36,0
ABC21682,0,0,0.58
ABC21683,0,0.33,0
ABC21684,0,0.31,0
ABC21685,0,0.21,0
ABC21686,0,0,0.42
ABC21687,0,0,0.7
ABC21688,0,0.35,0
ABC21689,0,0.22,0
ABC21690,0,0,0.42
ABC21691,0,0,0.42
ABC21692,0,0.79,0
ABC21693,0,0,0.75
ABC21694,0,0.21,0
ABC21695,0,0.33,0
ABC21696,0,0.27,0
ABC21697,0,0.29,0
ABC21698,0,0.28,0
ABC21699,0,0.65,0
ABC21700,0,0,0.36
ABC21701,0,0.75,0
ABC21702,0,0.5,0
ABC21703,0,0,0.34
ABC21704,0,0.62,0
ABC21705,0,0,0.7
ABC21706,0,0,0.4
ABC21707,0,0,0.37
ABC21708,0,0,0.57
ABC21709,0,0,0.6
ABC21710,0,0,0.47
ABC21711,0,0.33,0
ABC21712,0,0.66,0
ABC21713,0,0,0.71
ABC21714,0,0,0.78
ABC21715,0,0,0.76
ABC21716,0,0,0.78
ABC21717,0,0,0.41
ABC21718,0,0,0.27
ABC21719,0,0.7,0
ABC21720,0,0,0.32
ABC21721,0,0.48,0
ABC21722,0,0,0.58
ABC21723,0,0.34,0
ABC21724,0,0,0.21
ABC21725,0,0.61,0
ABC21726,0,0,0.6
ABC21727,0,0,0.49
ABC21728,0,0.71,0
ABC21729,0,0.4,0
ABC21730,0,0,0.27
ABC21731,0,0.27,0
ABC21732,0,0,0.33
ABC21733,0,0.79,0
ABC21734,0,0,0.46
ABC21735,0,0.68,0
ABC21736,0,0.5,0
ABC21737,0,0,0.75
ABC21738,0,0.54,0
ABC21739,0,0,0.51
ABC21740,0,0.59,0
ABC21741,0,0.48,0
ABC21742,0,0.28,0
ABC21743,0,0.7,0
ABC21744,0,0.24,0
ABC21745,0,0.52,0
ABC21746,0,0.39,0
ABC21747,0,0,0.36
ABC21748,0,0,0.77
ABC21749,0,0.33,0
ABC21750,0,0,0.52
ABC21751,0,0.77,0
ABC21752,0,0.6,0
ABC21753,0,0,0.62
ABC21754,0,0.39,0
ABC21755,0,0,0.64
ABC21756,0,0,0.47
ABC21757,0,0,0.39
ABC21758,0,0,0.48
ABC21759,0,0.75,0
ABC21760,0,0,0.24
ABC21761,0,0.38,0
ABC21762,0,0,0.35
ABC21763,0,0,0.44
ABC21764,0,0.76,0
ABC21765,0,0,0.22
ABC21766,0,0,0.68
ABC21767,0,0,0.56
ABC21768,0,0.76,0
ABC21769,0,0,0.76
ABC21770,0,0,0.21
ABC21771,0,0.78,0
ABC21772,0,0.26,0
ABC21773,0,0.65,0
ABC21774,0,0.23,0
ABC21775,0,0.29,0
ABC21776,0,0.79,0
ABC21777,0,0.57,0
ABC21778,0,0.6,0
ABC21779,0,0.68,0
ABC21780,0,0,0.76
ABC21781,0,0.63,0
ABC21782,0,0,0.47
ABC21783,0,0.6,0
ABC21784,0,0.45,0
ABC21785,0,0.75,0
ABC21786,0,0.42,0
ABC21787,0,0.69,0
ABC21788,0,0,0.67
ABC21789,0,0.6,0
ABC21790,0,0,0.32
ABC21791,0,0,0.22
ABC21792,0,0.48,0
ABC21793,0,0.62,0
ABC21794,0,0.63,0
ABC21795,0,0,0.4
ABC21796,0,0.72,0
ABC21797,0,0,0.36
ABC21798,0,0,0.5
ABC21799,0,0.35,0
ABC21800,0,0.47,0
ABC21801,0,0.63,0
ABC21802,0,0,0.57
ABC21803,0,0.43,0
ABC21804,0,0,0.75
ABC21805,0,0,0.58
ABC21806,0,0,0.63
ABC21807,0,0,0.57
ABC21808,0,0.22,0
ABC21809,0,0.76,0
ABC21810,0,0,0.63
ABC21811,0,0.42,0
ABC21812,0,0.22,0
ABC21813,0,0.66,0
ABC21814,0,0,0.35
ABC21815,0,0,0.26
ABC21816,0,0.33,0
ABC21817,0,0.7,0
ABC21818,0,0,0.69
ABC21819,0,0,0.26
ABC21820,0,0.28,0
ABC21821,0,0.57,0
ABC21822,0,0.75,0
ABC21823,0,0,0.67
ABC21824,0,0.71,0
ABC21825,0,0,0.26
ABC21826,0,0,0.49
ABC21827,0,0.65,0
ABC21828,0,0.61,0
ABC21829,0,0,0.53
ABC21830,0,0,0.77
ABC21831,0,0,0.7
ABC21832,0,0.72,0
ABC21833,0,0.22,0
ABC21834,0,0,0.76
ABC21835,0,0.27,0
ABC21836,0,0,0.69
ABC21837,0,0,0.69
ABC21838,0,0.25,0
ABC21839,0,0.34,0
ABC21840,0,0,0.51
ABC21841,0,0.35,0
ABC21842,0,0,0.44
ABC21843,0,0.22,0
ABC21844,0,0,0.56
ABC21845,0,0,0.62
ABC21846,0,0,0.34
ABC21847,0,0.22,0
ABC21848,0,0.43,0
ABC21849,0,0,0.42
ABC21850,0,0,0.54
ABC21851,0,0,0.74
ABC21852,0,0,0.56
ABC21853,0,0,0.59
ABC21854,0,0,0.3
ABC21855,0,0.79,0
ABC21856,0,0,0.6
ABC21857,0,0,0.75
ABC21858,0,0.22,0
ABC21859,0,0,0.58
ABC21860,0,0.31,0
ABC21861,0,0,0.77
ABC21862,0,0.75,0
ABC21863,0,0.63,0
ABC21864,0,0.38,0
ABC21865,0,0,0.7
ABC21866,0,0,0.34
ABC21867,0,0,0.57
ABC21868,0,0.46,0
ABC21869,0,0.79,0
ABC21870,0,0,0.72
ABC21871,0,0.48,0
ABC21872,0,0,0.37
ABC21873,0,0.66,0
ABC21874,0,0.47,0
ABC21875,0,0,0.27
ABC21876,0,0,0.22
ABC21877,0,0.79,0
ABC21878,0,0.71,0
ABC21879,0,0.21,0
ABC21880,0,0,0.47
ABC21881,0,0,0.5
ABC21882,0,0,0.45
ABC21883,0,0.25,0
ABC21884,0,0.74,0
ABC21885,0,0.59,0
ABC21886,0,0,0.71
ABC21887,0,0.42,0
ABC21888,0,0,0.71
ABC21889,0,0,0.34
ABC21890,0,0.58,0
ABC21891,0,0,0.65
ABC21892,0,0,0.55
ABC21893,0,0,0.3
ABC21894,0,0.25,0
ABC21895,0,0.54,0
ABC21896,0,0,0.56
ABC21897,0,0,0.42
ABC21898,0,0.65,0
ABC21899,0,0.68,0
ABC21900,0,0,0.49
ABC21901,0,0,0.42
ABC21902,0,0.7,0
ABC21903,0,0.55,0
ABC21904,0,0.43,0
ABC21905,0,0.21,0
ABC21906,0,0.37,0
ABC21907,0,0.57,0
ABC21908,0,0,0.38
ABC21909,0,0.2,0
ABC21910,0,0.35,0
ABC21911,0,0.71,0
ABC21912,0,0.7,0
ABC21913,0,0,0.27
ABC21914,0,0.52,0
ABC21915,0,0.68,0
ABC21916,0,0,0.34
ABC21917,0,0,0.27
ABC21918,0,0,0.22
ABC21919,0,0.4,0
ABC21920,0,0.79,0
ABC21921,0,0,0.31
ABC21922,0,0.59,0
ABC21923,0,0,0.51
ABC21924,0,0.79,0
ABC21925,0,0,0.64
ABC21926,0,0,0.47
ABC21927,0,0,0.32
ABC21928,0,0,0.26
ABC21929,0,0,0.79
ABC21930,0,0,0.65
ABC21931,0,0.48,0
ABC21932,0,0.73,0
ABC21933,0,0,0.54
ABC21934,0,0.23,0
ABC21935,0,0,0.39
ABC21936,0,0,0.31
ABC21937,0,0.7,0
ABC21938,0,0,0.46
ABC21939,0,0,0.31
ABC21940,0,0.38,0
ABC21941,0,0,0.32
ABC21942,0,0.49,0
ABC21943,0,0.48,0
ABC21944,0,0.69,0
ABC21945,0,0,0.44
ABC21946,0,0,0.79
ABC21947,0,0,0.51
ABC21948,0,0,0.25
ABC21949,0,0.24,0
ABC21950,0,0,0.59
ABC21951,0,0.63,0
ABC21952,0,0,0.26
ABC21953,0,0.29,0
ABC21954,0,0,0.43
ABC21955,0,0.55,0
ABC21956,0,0.34,0
ABC21957,0,0.3,0
ABC21958,0,0,0.28
ABC21959,0,0,0.48
ABC21960,0,0,0.72
ABC21961,0,0.54,0
ABC21962,0,0.43,0
ABC21963,0,0.41,0
ABC21964,0,0,0.55
ABC21965,0,0.58,0
ABC21966,0,0,0.57
ABC21967,0,0,0.47
ABC21968,0,0,0.62
ABC21969,0,0.33,0
ABC21970,0,0,0.67
ABC21971,0,0,0.28
ABC21972,0,0,0.27
ABC21973,0,0,0.64
ABC21974,0,0,0.4
ABC21975,0,0,0.58
ABC21976,0,0.36,0
ABC21977,0,0,0.27
ABC21978,0,0.76,0
ABC21979,0,0.66,0
ABC21980,0,0,0.3
ABC21981,0,0,0.7
ABC21982,0,0,0.7
ABC21983,0,0,0.24
ABC21984,0,0.69,0
ABC21985,0,0.22,0
ABC21986,0,0,0.53
ABC21987,0,0,0.71
ABC21988,0,0,0.26
ABC21989,0,0,0.76
ABC21990,0,0,0.74
ABC21991,0,0,0.73
ABC21992,0,0,0.61
ABC21993,0,0.21,0
ABC21994,0,0.71,0
ABC21995,0,0,0.24
ABC21996,0,0.23,0
ABC21997,0,0.77,0
ABC21998,0,0,0.46
ABC21999,0,0,0.76
ABC22000,0,0,0.36
ABC22001,0,0.34,0
ABC22002,0,0.27,0
ABC22003,0,0.53,0
ABC22004,0,0,0.75
ABC22005,0,0,0.64
ABC22006,0,0.36,0
ABC22007,0,0,0.78
ABC22008,0,0.25,0
ABC22009,0,0.36,0
ABC22010,0,0,0.54
ABC22011,0,0,0.78
ABC22012,0,0,0.44
ABC22013,0,0,0.51
ABC22014,0,0,0.37
ABC22015,0,0.55,0
ABC22016,0,0,0.46
ABC22017,0,0.64,0
ABC22018,0,0.44,0
ABC22019,0,0.51,0
ABC22020,0,0.66,0
ABC22021,0,0.28,0
ABC22022,0,0,0.32
ABC22023,0,0.27,0
ABC22024,0,0,0.66
ABC22025,0,0,0.27
ABC22026,0,0.57,0
ABC22027,0,0,0.6
ABC22028,0,0,0.22
ABC22029,0,0,0.65
ABC22030,0,0,0.55
ABC22031,0,0,0.77
ABC22032,0,0.28,0
ABC22033,0,0,0.34
ABC22034,0,0,0.71
ABC22035,0,0,0.49
ABC22036,0,0.38,0
ABC22037,0,0.43,0
ABC22038,0,0.32,0
ABC22039,0,0,0.67
ABC22040,0,0,0.25
ABC22041,0,0,0.62
ABC22042,0,0,0.63
ABC22043,0,0.78,0
ABC22044,0,0.38,0
ABC22045,0,0.47,0
ABC22046,0,0.34,0
ABC22047,0,0,0.27
ABC22048,0,0,0.32
ABC22049,0,0,0.65
ABC22050,0,0.21,0
ABC22051,0,0,0.79
ABC22052,0,0,0.73
ABC22053,0,0,0.79
ABC22054,0,0,0.44
ABC22055,0,0.61,0
ABC22056,0,0,0.25
ABC22057,0,0.75,0
ABC22058,0,0,0.72
ABC22059,0,0,0.72
ABC22060,0,0.39,0
ABC22061,0,0,0.48
ABC22062,0,0.64,0
ABC22063,0,0.4,0
ABC22064,0,0,0.44
ABC22065,0,0,0.35
ABC22066,0,0.56,0
ABC22067,0,0,0.53
ABC22068,0,0,0.24
ABC22069,0,0,0.53
ABC22070,0,0,0.47
ABC22071,0,0,0.34
ABC22072,0,0.78,0
ABC22073,0,0,0.34
ABC22074,0,0,0.66
ABC22075,0,0.68,0
ABC22076,0,0,0.23
ABC22077,0,0,0.44
ABC22078,0,0,0.69
ABC22079,0,0,0.23
ABC22080,0,0,0.49
ABC22081,0,0.35,0
ABC22082,0,0.75,0
ABC22083,0,0.64,0
ABC22084,0,0.37,0
ABC22085,0,0,0.5
ABC22086,0,0.45,0
ABC22087,0,0,0.64
ABC22088,0,0.58,0
ABC22089,0,0,0.73
ABC22090,0,0.41,0
ABC22091,0,0,0.45
ABC22092,0,0.66,0
ABC22093,0,0.5,0
ABC22094,0,0,0.28
ABC22095,0,0.25,0
ABC22096,0,0.63,0
ABC22097,0,0,0.53
ABC22098,0,0,0.51
ABC22099,0,0.55,0
ABC22100,0,0,0.48
ABC22101,0,0.44,0
ABC22102,0,0.24,0
ABC22103,0,0.75,0
ABC22104,0,0.79,0
ABC22105,0,0.39,0
ABC22106,0,0,0.6
ABC22107,0,0,0.51
ABC22108,0,0.74,0
ABC22109,0,0,0.56
ABC22110,0,0.75,0
ABC22111,0,0,0.66
ABC22112,0,0,0.52
ABC22113,0,0.34,0
ABC22114,0,0.28,0
ABC22115,0,0,0.71
ABC22116,0,0.44,0
ABC22117,0,0.36,0
ABC22118,0,0.5,0
ABC22119,0,0,0.68
ABC22120,0,0.31,0
ABC22121,0,0.31,0
ABC22122,0,0.27,0
ABC22123,0,0.45,0
ABC22124,0,0.73,0
ABC22125,0,0.25,0
ABC22126,0,0.73,0
ABC22127,0,0,0.37
ABC22128,0,0,0.45
ABC22129,0,0.21,0
ABC22130,0,0.58,0
ABC22131,0,0.76,0
ABC22132,0,0,0.77
ABC22133,0,0,0.6
ABC22134,0,0.67,0
ABC22135,0,0.41,0
ABC22136,0,0,0.3
ABC22137,0,0,0.24
ABC22138,0,0.5,0
ABC22139,0,0.31,0
ABC22140,0,0,0.28
ABC22141,0,0,0.28
ABC22142,0,0,0.63
ABC22143,0,0.32,0
ABC22144,0,0.49,0
ABC22145,0,0.67,0
ABC22146,0,0.37,0
ABC22147,0,0,0.64
ABC22148,0,0,0.47
ABC22149,0,0,0.74
ABC22150,0,0,0.37
ABC22151,0,0.32,0
ABC22152,0,0.61,0
ABC22153,0,0.48,0
ABC22154,0,0.76,0
ABC22155,0,0.6,0
ABC22156,0,0.33,0
ABC22157,0,0,0.58
ABC22158,0,0.45,0
ABC22159,0,0.65,0
ABC22160,0,0.57,0
ABC22161,0,0,0.34
ABC22162,0,0,0.43
ABC22163,0,0.35,0
ABC22164,0,0.34,0
ABC22165,0,0,0.61
ABC22166,0,0.24,0
ABC22167,0,0.63,0
ABC22168,0,0.38,0
ABC22169,0,0.77,0
ABC22170,0,0,0.23
ABC22171,0,0,0.55
ABC22172,0,0,0.34
ABC22173,0,0.49,0
ABC22174,0,0,0.3
ABC22175,0,0.79,0
ABC22176,0,0.76,0
ABC22177,0,0.45,0
ABC22178,0,0.66,0
ABC22179,0,0.68,0
ABC22180,0,0.49,0
ABC22181,0,0,0.56
ABC22182,0,0,0.57
ABC22183,0,0.77,0
ABC22184,0,0,0.69
ABC22185,0,0.41,0
ABC22186,0,0.71,0
ABC22187,0,0.59,0
ABC22188,0,0.6,0
ABC22189,0,0,0.27
ABC22190,0,0,0.64
ABC22191,0,0.56,0
ABC22192,0,0.35,0
ABC22193,0,0,0.77
ABC22194,0,0,0.46
ABC22195,0,0,0.6
ABC22196,0,0,0.59
ABC22197,0,0,0.69
ABC22198,0,0.34,0
ABC22199,0,0,0.34
ABC22200,0,0.34,0
ABC22201,0,0,0.41
ABC22202,0,0.67,0
ABC22203,0,0.3,0
ABC22204,0,0.5,0
ABC22205,0,0,0.46
ABC22206,0,0,0.52
ABC22207,0,0,0.72
ABC22208,0,0,0.41
ABC22209,0,0.47,0
ABC22210,0,0.23,0
ABC22211,0,0.71,0
ABC22212,0,0.58,0
ABC22213,0,0,0.23
ABC22214,0,0.53,0
ABC22215,0,0,0.46
ABC22216,0,0,0.31
ABC22217,0,0.3,0
ABC22218,0,0.74,0
ABC22219,0,0,0.38
ABC22220,0,0,0.53
ABC22221,0,0.66,0
ABC22222,0,0,0.48
ABC22223,0,0.39,0
ABC22224,0,0.24,0
ABC22225,0,0,0.48
ABC22226,0,0.71,0
ABC22227,0,0,0.2
ABC22228,0,0.45,0
ABC22229,0,0,0.43
ABC22230,0,0,0.61
ABC22231,0,0,0.74
ABC22232,0,0.22,0
ABC22233,0,0,0.5
ABC22234,0,0,0.72
ABC22235,0,0,0.76
ABC22236,0,0,0.7
ABC22237,0,0,0.65
ABC22238,0,0,0.46
ABC22239,0,0,0.54
ABC22240,0,0.57,0
ABC22241,0,0,0.29
ABC22242,0,0,0.66
ABC22243,0,0,0.73
ABC22244,0,0.5,0
ABC22245,0,0,0.6
ABC22246,0,0.48,0
ABC22247,0,0.34,0
ABC22248,0,0.75,0
ABC22249,0,0,0.62
ABC22250,0,0.48,0
ABC22251,0,0.64,0
ABC22252,0,0.24,0
ABC22253,0,0.41,0
ABC22254,0,0,0.7
ABC22255,0,0.34,0
ABC22256,0,0.45,0
ABC22257,0,0.27,0
ABC22258,0,0,0.75
ABC22259,0,0,0.61
ABC22260,0,0,0.67
ABC22261,0,0.69,0
ABC22262,0,0,0.4
ABC22263,0,0.21,0
ABC22264,0,0,0.25
ABC22265,0,0,0.25
ABC22266,0,0.26,0
ABC22267,0,0.42,0
ABC22268,0,0.27,0
ABC22269,0,0.6,0
ABC22270,0,0,0.6
ABC22271,0,0,0.46
ABC22272,0,0.3,0
ABC22273,0,0,0.64
ABC22274,0,0,0.66
ABC22275,0,0,0.36
ABC22276,0,0.37,0
ABC22277,0,0,0.63
ABC22278,0,0.45,0
ABC22279,0,0.33,0
ABC22280,0,0,0.42
ABC22281,0,0.7,0
ABC22282,0,0.51,0
ABC22283,0,0.33,0
ABC22284,0,0,0.72
ABC22285,0,0.25,0
ABC22286,0,0.37,0
ABC22287,0,0.77,0
ABC22288,0,0.5,0
ABC22289,0,0,0.67
ABC22290,0,0.21,0
ABC22291,0,0,0.36
ABC22292,0,0,0.31
ABC22293,0,0.54,0
ABC22294,0,0.55,0
ABC22295,0,0,0.48
ABC22296,0,0.48,0
ABC22297,0,0,0.74
ABC22298,0,0,0.57
ABC22299,0,0,0.8
ABC22300,0,0,0.41
ABC22301,0,0.23,0
ABC22302,0,0.39,0
ABC22303,0,0.66,0
ABC22304,0,0,0.4
ABC22305,0,0.58,0
ABC22306,0,0,0.32
ABC22307,0,0.76,0
ABC22308,0,0.43,0
ABC22309,0,0,0.3
ABC22310,0,0.2,0
ABC22311,0,0.8,0
ABC22312,0,0.2,0
ABC22313,0,0,0.48
ABC22314,0,0.5,0
ABC22315,0,0,0.23
ABC22316,0,0.71,0
ABC22317,0,0,0.67
ABC22318,0,0.41,0
ABC22319,0,0.38,0
ABC22320,0,0.23,0
ABC22321,0,0,0.44
ABC22322,0,0.59,0
ABC22323,0,0,0.52
ABC22324,0,0,0.46
ABC22325,0,0,0.73
ABC22326,0,0.52,0
ABC22327,0,0,0.73
ABC22328,0,0.71,0
ABC22329,0,0,0.58
ABC22330,0,0,0.69
ABC22331,0,0,0.48
ABC22332,0,0.41,0
ABC22333,0,0.56,0
ABC22334,0,0,0.71
ABC22335,0,0.61,0
ABC22336,0,0.36,0
ABC22337,0,0.21,0
ABC22338,0,0,0.45
ABC22339,0,0.36,0
ABC22340,0,0,0.35
ABC22341,0,0,0.69
ABC22342,0,0.6,0
ABC22343,0,0,0.71
ABC22344,0,0,0.65
ABC22345,0,0,0.24
ABC22346,0,0,0.26
ABC22347,0,0.7,0
ABC22348,0,0,0.46
ABC22349,0,0,0.42
ABC22350,0,0,0.64
ABC22351,0,0,0.48
ABC22352,0,0.41,0
ABC22353,0,0.49,0
ABC22354,0,0.3,0
ABC22355,0,0.8,0
ABC22356,0,0,0.62
ABC22357,0,0,0.71
ABC22358,0,0.29,0
ABC22359,0,0,0.22
ABC22360,0,0.71,0
ABC22361,0,0.31,0
ABC22362,0,0,0.51
ABC22363,0,0,0.8
ABC22364,0,0.8,0
ABC22365,0,0,0.65
ABC22366,0,0,0.58
ABC22367,0,0.46,0
ABC22368,0,0,0.79
ABC22369,0,0.32,0
ABC22370,0,0,0.32
ABC22371,0,0.67,0
ABC22372,0,0.68,0
ABC22373,0,0,0.57
ABC22374,0,0.26,0
ABC22375,0,0,0.51
ABC22376,0,0.74,0
ABC22377,0,0,0.67
ABC22378,0,0,0.27
ABC22379,0,0,0.53
ABC22380,0,0.2,0
ABC22381,0,0,0.7
ABC22382,0,0.49,0
ABC22383,0,0,0.7
ABC22384,0,0,0.46
ABC22385,0,0,0.39
ABC22386,0,0,0.77
ABC22387,0,0,0.46
ABC22388,0,0.31,0
ABC22389,0,0.78,0
ABC22390,0,0,0.31
ABC22391,0,0,0.43
ABC22392,0,0,0.26
ABC22393,0,0,0.4
ABC22394,0,0.29,0
ABC22395,0,0.55,0
ABC22396,0,0.7,0
ABC22397,0,0,0.4
ABC22398,0,0.76,0
ABC22399,0,0,0.41
ABC22400,0,0.22,0
ABC22401,0,0.41,0
ABC22402,0,0,0.78
ABC22403,0,0.27,0
ABC22404,0,0,0.42
ABC22405,0,0,0.46
ABC22406,0,0.51,0
ABC22407,0,0,0.66
ABC22408,0,0.62,0
ABC22409,0,0,0.72
ABC22410,0,0,0.32
ABC22411,0,0,0.55
ABC22412,0,0.29,0
ABC22413,0,0,0.4
ABC22414,0,0.64,0
ABC22415,0,0,0.39
ABC22416,0,0,0.41
ABC22417,0,0,0.3
ABC22418,0,0,0.53
ABC22419,0,0,0.73
ABC22420,0,0.52,0
ABC22421,0,0.23,0
ABC22422,0,0,0.6
ABC22423,0,0,0.28
ABC22424,0,0.29,0
ABC22425,0,0.21,0
ABC22426,0,0.61,0
ABC22427,0,0.26,0
ABC22428,0,0,0.65
ABC22429,0,0.58,0
ABC22430,0,0,0.46
ABC22431,0,0.42,0
ABC22432,0,0,0.73
ABC22433,0,0.43,0
ABC22434,0,0,0.44
ABC22435,0,0,0.3
ABC22436,0,0,0.27
ABC22437,0,0,0.69
ABC22438,0,0.36,0
ABC22439,0,0,0.66
ABC22440,0,0,0.47
ABC22441,0,0.73,0
ABC22442,0,0,0.28
ABC22443,0,0,0.54
ABC22444,0,0,0.38
ABC22445,0,0,0.37
ABC22446,0,0,0.59
ABC22447,0,0.21,0
ABC22448,0,0,0.76
ABC22449,0,0.76,0
ABC22450,0,0.6,0
ABC22451,0,0,0.59
ABC22452,0,0.73,0
ABC22453,0,0,0.3
ABC22454,0,0.53,0
ABC22455,0,0,0.23
ABC22456,0,0,0.52
ABC22457,0,0,0.53
ABC22458,0,0,0.64
ABC22459,0,0.67,0
ABC22460,0,0,0.79
ABC22461,0,0.6,0
ABC22462,0,0,0.41
ABC22463,0,0,0.44
ABC22464,0,0,0.48
ABC22465,0,0,0.58
ABC22466,0,0,0.27
ABC22467,0,0,0.38
ABC22468,0,0,0.64
ABC22469,0,0.34,0
ABC22470,0,0.71,0
ABC22471,0,0,0.23
ABC22472,0,0,0.47
ABC22473,0,0,0.41
ABC22474,0,0,0.63
ABC22475,0,0,0.38
ABC22476,0,0.37,0
ABC22477,0,0.77,0
ABC22478,0,0,0.35
ABC22479,0,0,0.33
ABC22480,0,0,0.54
ABC22481,0,0.62,0
ABC22482,0,0.52,0
ABC22483,0,0.52,0
ABC22484,0,0,0.76
ABC22485,0,0.65,0
ABC22486,0,0,0.51
ABC22487,0,0.52,0
ABC22488,0,0.38,0
ABC22489,0,0.54,0
ABC22490,0,0.7,0
ABC22491,0,0,0.73
ABC22492,0,0,0.66
ABC22493,0,0.74,0
ABC22494,0,0.25,0
ABC22495,0,0.44,0
ABC22496,0,0.42,0
ABC22497,0,0,0.76
ABC22498,0,0,0.29
ABC22499,0,0,0.69
ABC22500,0,0.25,0
ABC22501,0,0,0.44
ABC22502,0,0.72,0
ABC22503,0,0,0.58
ABC22504,0,0.32,0
ABC22505,0,0.45,0
ABC22506,0,0,0.68
