Loan,Region,Rating,EAD,LGD
ABC15305,CH,BB,94938.15,0.2
ABC15306,CH,BBB,183658.48,0.2
ABC15307,CH,BBB,77223.58,0.2
ABC15308,CH,A,97009.45,0.2
ABC15309,CH,BB,4863.41,0.2
ABC15310,CH,BBB,8478.38,0.2
ABC15311,CH,BBB,93395.38,0.2
ABC15312,CH,BBB,5934.46,0.2
ABC15313,CH,A,40182.6,0.2
ABC15314,CH,BBB,18079.71,0.2
ABC15315,CH,BB,416879.22,0.2
ABC15316,CH,BB,82697.54,0.2
ABC15317,CH,BBB,27105.48,0.2
ABC15318,CH,A,109196.55,0.2
ABC15319,CH,B,207909.07,0.2
ABC15320,CH,A,15355.28,0.2
ABC15321,CH,A,22920.61,0.2
ABC15322,CH,BBB,298542.24,0.2
ABC15323,CH,BB,111775.44,0.2
ABC15324,CH,BB,228794.55,0.2
ABC15325,CH,AA,11617.81,0.2
ABC15326,CH,BBB,50577.9,0.2
ABC15327,CH,CCC,9876.75,0.2
ABC15328,CH,BBB,35953.09,0.2
ABC15329,CH,BB,81377.6,0.2
ABC15330,CH,BBB,11592.34,0.2
ABC15331,CH,A,85000.67,0.2
ABC15332,CH,BBB,13864.22,0.2
ABC15333,CH,BBB,15719.62,0.2
ABC15334,CH,AA,97662.7,0.2
ABC15335,CH,A,106646.06,0.2
ABC15336,CH,A,50771.48,0.2
ABC15337,CH,A,119306.69,0.2
ABC15338,CH,A,274562.42,0.2
ABC15339,CH,BB,52413.67,0.2
ABC15340,CH,BB,168510.01,0.2
ABC15341,CH,BB,35256.81,0.2
ABC15342,CH,BBB,20751.21,0.2
ABC15343,CH,A,59832.79,0.2
ABC15344,CH,BBB,256479.44,0.2
ABC15345,CH,BBB,25605.22,0.2
ABC15346,CH,BBB,43443.49,0.2
ABC15347,CH,AA,72875.74,0.2
ABC15348,CH,BBB,367887.58,0.2
ABC15349,CH,BB,8534.45,0.2
ABC15350,CH,BBB,49231.95,0.2
ABC15351,CH,AA,241211.87,0.2
ABC15352,CH,A,13054.55,0.2
ABC15353,CH,BBB,617147.92,0.2
ABC15354,CH,BB,63019.88,0.2
ABC15355,CH,BBB,95165.15,0.2
ABC15356,CH,BBB,27105.93,0.2
ABC15357,CH,BBB,6389.33,0.2
ABC15358,CH,A,24762,0.2
ABC15359,CH,BBB,175253.81,0.2
ABC15360,CH,BB,31852.41,0.2
ABC15361,CH,BBB,41380.83,0.2
ABC15362,CH,A,90049.97,0.2
ABC15363,CH,BB,197877.3,0.2
ABC15364,CH,A,427.94,0.2
ABC15365,CH,BBB,81123.79,0.2
ABC15366,CH,BBB,18644.73,0.2
ABC15367,CH,A,47748.83,0.2
ABC15368,CH,BBB,10668.49,0.2
ABC15369,CH,AA,302288.42,0.2
ABC15370,CH,B,180647.63,0.2
ABC15371,CH,AA,12789.16,0.2
ABC15372,CH,BBB,14946.71,0.2
ABC15373,CH,A,379461.08,0.2
ABC15374,CH,A,35907.56,0.2
ABC15375,CH,BBB,60254.78,0.2
ABC15376,CH,AA,334976.91,0.2
ABC15377,CH,BBB,9134.15,0.2
ABC15378,CH,A,71979.66,0.2
ABC15379,CH,BB,12210.78,0.2
ABC15380,CH,A,47006.29,0.2
ABC15381,CH,BBB,148302.67,0.2
ABC15382,CH,BB,37051.96,0.2
ABC15383,CH,BB,121458.73,0.2
ABC15384,CH,BB,141900.5,0.2
ABC15385,CH,BB,226170.44,0.2
ABC15386,CH,BB,199693.71,0.2
ABC15387,CH,AA,123453.51,0.2
ABC15388,CH,B,211808.19,0.2
ABC15389,CH,BBB,172914.16,0.2
ABC15390,CH,AA,90735.21,0.2
ABC15391,CH,AA,1187.93,0.2
ABC15392,CH,A,62643.45,0.2
ABC15393,CH,BBB,159907.64,0.2
ABC15394,CH,BBB,135771.11,0.2
ABC15395,CH,BB,86720.25,0.2
ABC15396,CH,BB,148235.44,0.2
ABC15397,CH,BBB,86894.28,0.2
ABC15398,CH,A,125651.55,0.2
ABC15399,CH,CCC,6686.68,0.2
ABC15400,CH,BBB,81991.07,0.2
ABC15401,CH,BBB,249190.35,0.2
ABC15402,CH,BBB,25333.83,0.2
ABC15403,CH,A,5382.85,0.2
ABC15404,CH,A,142922.24,0.2
ABC15405,CH,BBB,16285.63,0.2
ABC15406,CH,BB,80123.31,0.2
ABC15407,CH,BBB,391406.14,0.2
ABC15408,CH,BB,512869.34,0.2
ABC15409,CH,A,213067.32,0.2
ABC15410,CH,BB,258180.84,0.2
ABC15411,CH,A,322484.37,0.2
ABC15412,CH,A,147965.92,0.2
ABC15413,CH,A,197880.57,0.2
ABC15414,CH,AA,98621.64,0.2
ABC15415,CH,BB,1992.19,0.2
ABC15416,CH,AA,4626.46,0.2
ABC15417,CH,BBB,81436.64,0.2
ABC15418,CH,BBB,66243.63,0.2
ABC15419,CH,BB,49802.35,0.2
ABC15420,CH,BBB,33727.01,0.2
ABC15421,CH,A,66372.23,0.2
ABC15422,CH,AA,145150.9,0.2
ABC15423,CH,AA,216048.36,0.2
ABC15424,CH,A,30679.62,0.2
ABC15425,CH,BB,204278.54,0.2
ABC15426,CH,A,11167.95,0.2
ABC15427,CH,AA,211078.15,0.2
ABC15428,CH,BBB,14703.3,0.2
ABC15429,CH,BB,34399.2,0.2
ABC15430,CH,A,33314.09,0.2
ABC15431,CH,BBB,24696.42,0.2
ABC15432,CH,A,13502.85,0.2
ABC15433,CH,BB,240526.35,0.2
ABC15434,CH,BB,2207.39,0.2
ABC15435,CH,BB,26401.26,0.2
ABC15436,CH,BB,71826.51,0.2
ABC15437,CH,A,64139.07,0.2
ABC15438,CH,BBB,248.01,0.2
ABC15439,CH,A,101262.89,0.2
ABC15440,CH,BBB,9202.72,0.2
ABC15441,CH,B,54151.42,0.2
ABC15442,CH,BBB,174719.51,0.2
ABC15443,CH,A,55349.51,0.2
ABC15444,CH,BBB,61385.37,0.2
ABC15445,CH,BB,320045.27,0.2
ABC15446,CH,BBB,4644.72,0.2
ABC15447,CH,A,160658.88,0.2
ABC15448,CH,BBB,62867.4,0.2
ABC15449,CH,BBB,66224.02,0.2
ABC15450,CH,BBB,380596.1,0.2
ABC15451,CH,BB,64178.86,0.2
ABC15452,CH,BBB,39077.63,0.2
ABC15453,CH,BBB,4668.29,0.2
ABC15454,CH,BBB,18141.4,0.2
ABC15455,CH,BBB,154700.5,0.2
ABC15456,CH,BBB,45472.69,0.2
ABC15457,CH,BB,14590.13,0.2
ABC15458,CH,BBB,25531.91,0.2
ABC15459,CH,BBB,45287.43,0.2
ABC15460,CH,BBB,17953.23,0.2
ABC15461,CH,BBB,134054.97,0.2
ABC15462,CH,BBB,28177.07,0.2
ABC15463,CH,A,94348.31,0.2
ABC15464,CH,BBB,29232.33,0.2
ABC15465,CH,BBB,16628.68,0.2
ABC15466,CH,BBB,22943.01,0.2
ABC15467,CH,A,250107.92,0.2
ABC15468,CH,BB,20111.48,0.2
ABC15469,CH,AA,37699.63,0.2
ABC15470,CH,BB,9171.43,0.2
ABC15471,CH,BB,36434.87,0.2
ABC15472,CH,BB,93748.83,0.2
ABC15473,CH,B,97248.96,0.2
ABC15474,CH,A,7381.23,0.2
ABC15475,CH,BBB,42891.51,0.2
ABC15476,CH,BBB,5974.63,0.2
ABC15477,CH,A,48062.01,0.2
ABC15478,CH,BB,51622.07,0.2
ABC15479,CH,A,79639.68,0.2
ABC15480,CH,BBB,78300.71,0.2
ABC15481,CH,BBB,109300,0.2
ABC15482,CH,BBB,99378.69,0.2
ABC15483,CH,BB,37206.42,0.2
ABC15484,CH,A,135146.97,0.2
ABC15485,CH,BBB,114715.66,0.2
ABC15486,CH,BBB,116365.47,0.2
ABC15487,CH,BB,42621.76,0.2
ABC15488,CH,AA,78862.82,0.2
ABC15489,CH,A,11488.47,0.2
ABC15490,CH,B,16332.2,0.2
ABC15491,CH,BBB,79389.47,0.2
ABC15492,CH,A,160248.72,0.2
ABC15493,CH,BBB,52880.29,0.2
ABC15494,CH,BBB,35914.71,0.2
ABC15495,CH,BBB,10963.65,0.2
ABC15496,CH,BBB,184359.11,0.2
ABC15497,CH,BBB,10285.08,0.2
ABC15498,CH,BB,95573.64,0.2
ABC15499,CH,BBB,29705.25,0.2
ABC15500,CH,BB,8126.05,0.2
ABC15501,CH,BBB,354160.02,0.2
ABC15502,CH,BBB,52934.6,0.2
ABC15503,CH,BBB,17018.26,0.2
ABC15504,CH,AA,25859.28,0.2
ABC15505,CH,BB,192938.46,0.2
ABC15506,CH,BB,52525.64,0.2
ABC15507,CH,BBB,39815.73,0.2
ABC15508,CH,BBB,29320.12,0.2
ABC15509,CH,A,74995.48,0.2
ABC15510,CH,BB,244864.6,0.2
ABC15511,CH,BBB,95655.17,0.2
ABC15512,CH,BB,69164.92,0.2
ABC15513,CH,BB,106013.93,0.2
ABC15514,CH,BBB,107136.52,0.2
ABC15515,CH,BBB,13491.03,0.2
ABC15516,CH,A,3079.34,0.2
ABC15517,CH,BB,23492.17,0.2
ABC15518,CH,A,46168.38,0.2
ABC15519,CH,A,57348.17,0.2
ABC15520,CH,BB,44323.91,0.2
ABC15521,CH,BB,147137.16,0.2
ABC15522,CH,BBB,130237.86,0.2
ABC15523,CH,BBB,58224.74,0.2
ABC15524,CH,A,16648.83,0.2
ABC15525,CH,A,50810.9,0.2
ABC15526,CH,A,15.78,0.2
ABC15527,CH,BBB,18989.03,0.2
ABC15528,CH,B,74900.17,0.2
ABC15529,CH,BBB,120663.65,0.2
ABC15530,CH,BB,62366.23,0.2
ABC15531,CH,BBB,91400.19,0.2
ABC15532,CH,BBB,54629.19,0.2
ABC15533,CH,A,161151.16,0.2
ABC15534,CH,AA,34698.15,0.2
ABC15535,CH,BBB,279138.02,0.2
ABC15536,CH,B,179849.42,0.2
ABC15537,CH,BB,39335.35,0.2
ABC15538,CH,BBB,31208.67,0.2
ABC15539,CH,A,7924.23,0.2
ABC15540,CH,AA,31490.88,0.2
ABC15541,CH,BBB,56545.25,0.2
ABC15542,CH,BBB,21442.05,0.2
ABC15543,CH,BBB,165388.58,0.2
ABC15544,CH,AA,22824.83,0.2
ABC15545,CH,BBB,214583.98,0.2
ABC15546,CH,BB,94175.39,0.2
ABC15547,CH,BBB,75735.47,0.2
ABC15548,CH,A,85965.39,0.2
ABC15549,CH,BB,83527.96,0.2
ABC15550,CH,BB,148731.14,0.2
ABC15551,CH,A,81341.75,0.2
ABC15552,CH,BB,92950.67,0.2
ABC15553,CH,BB,156196.78,0.2
ABC15554,CH,CCC,36934.59,0.2
ABC15555,CH,BBB,2470.39,0.2
ABC15556,CH,BBB,156161.21,0.2
ABC15557,CH,BBB,35670.05,0.2
ABC15558,CH,A,40310.06,0.2
ABC15559,CH,AA,163225.44,0.2
ABC15560,CH,BBB,46770.37,0.2
ABC15561,CH,BB,173075.46,0.2
ABC15562,CH,BBB,200909.7,0.2
ABC15563,CH,A,86834.11,0.2
ABC15564,CH,BBB,116132.9,0.2
ABC15565,CH,A,140366.5,0.2
ABC15566,CH,BB,76590.78,0.2
ABC15567,CH,BBB,11176.74,0.2
ABC15568,CH,AA,161122.36,0.2
ABC15569,CH,A,119499.66,0.2
ABC15570,CH,BBB,69075.48,0.2
ABC15571,CH,BBB,66937.41,0.2
ABC15572,CH,A,249319.91,0.2
ABC15573,CH,B,60959.43,0.2
ABC15574,CH,BBB,133323.26,0.2
ABC15575,CH,A,69665.17,0.2
ABC15576,CH,BBB,94773.78,0.2
ABC15577,CH,BBB,166278.93,0.2
ABC15578,CH,BBB,55025.07,0.2
ABC15579,CH,AA,9871.91,0.2
ABC15580,CH,BB,24653.65,0.2
ABC15581,CH,A,33398.44,0.2
ABC15582,CH,BBB,83309.2,0.2
ABC15583,CH,CCC,73305.39,0.2
ABC15584,CH,BBB,8772.93,0.2
ABC15585,CH,BB,245141.63,0.2
ABC15586,CH,A,23785.36,0.2
ABC15587,CH,BBB,115157.29,0.2
ABC15588,CH,BB,47438.86,0.2
ABC15589,CH,BBB,49363.44,0.2
ABC15590,CH,BBB,505350.61,0.2
ABC15591,CH,A,18853.39,0.2
ABC15592,CH,BB,30270.62,0.2
ABC15593,CH,BB,22124.55,0.2
ABC15594,CH,A,69155.01,0.2
ABC15595,CH,BB,103115.18,0.2
ABC15596,CH,A,57134.2,0.2
ABC15597,CH,BBB,253473.98,0.2
ABC15598,CH,A,67611.71,0.2
ABC15599,CH,BBB,33377.12,0.2
ABC15600,CH,BBB,77999.55,0.2
ABC15601,CH,BB,21592.41,0.2
ABC15602,CH,BBB,72178.82,0.2
ABC15603,CH,A,12083.71,0.2
ABC15604,CH,AA,10563.91,0.2
ABC15605,CH,BBB,176298.14,0.2
ABC15606,CH,BBB,56355.96,0.2
ABC15607,CH,AA,379982.77,0.2
ABC15608,CH,BBB,26212.86,0.2
ABC15609,CH,BB,90498.93,0.2
ABC15610,CH,BBB,192061.21,0.2
ABC15611,CH,A,121639.11,0.2
ABC15612,CH,BB,219918.62,0.2
ABC15613,CH,BB,118423.26,0.2
ABC15614,CH,A,342245.42,0.2
ABC15615,CH,BBB,67942.01,0.2
ABC15616,CH,A,140291.96,0.2
ABC15617,CH,AA,2339.13,0.2
ABC15618,CH,BBB,117566.51,0.2
ABC15619,CH,A,96951.38,0.2
ABC15620,CH,B,113397.43,0.2
ABC15621,CH,BBB,124.74,0.2
ABC15622,CH,BB,98804.23,0.2
ABC15623,CH,BB,50846.56,0.2
ABC15624,CH,BBB,42068.35,0.2
ABC15625,CH,BBB,199647.06,0.2
ABC15626,CH,A,8345.65,0.2
ABC15627,CH,BBB,8734.09,0.2
ABC15628,CH,BBB,41726.63,0.2
ABC15629,CH,A,104805.98,0.2
ABC15630,CH,BBB,261149.93,0.2
ABC15631,CH,BB,58300.78,0.2
ABC15632,CH,BBB,90050.64,0.2
ABC15633,CH,A,78905.73,0.2
ABC15634,CH,A,23468.42,0.2
ABC15635,CH,A,52809.11,0.2
ABC15636,CH,B,19316.72,0.2
ABC15637,CH,BBB,425396.84,0.2
ABC15638,CH,BB,67666.89,0.2
ABC15639,CH,BBB,194069.33,0.2
ABC15640,CH,BBB,105449.26,0.2
ABC15641,CH,BB,211533.71,0.2
ABC15642,CH,BBB,149141.1,0.2
ABC15643,CH,BBB,210760.24,0.2
ABC15644,CH,BBB,77197.39,0.2
ABC15645,CH,A,327359.6,0.2
ABC15646,CH,BBB,5364,0.2
ABC15647,CH,B,123417.92,0.2
ABC15648,CH,BBB,1851.65,0.2
ABC15649,CH,BBB,23338.63,0.2
ABC15650,CH,A,27513.06,0.2
ABC15651,CH,BB,64532.82,0.2
ABC15652,CH,BB,193846.23,0.2
ABC15653,CH,BBB,15267.43,0.2
ABC15654,CH,BBB,182504.43,0.2
ABC15655,CH,BBB,30029.98,0.2
ABC15656,CH,BBB,21659.04,0.2
ABC15657,CH,BB,60126.8,0.2
ABC15658,CH,BBB,396463.29,0.2
ABC15659,CH,B,125957.63,0.2
ABC15660,CH,BB,39451.81,0.2
ABC15661,CH,A,230512.84,0.2
ABC15662,CH,BBB,146302.6,0.2
ABC15663,CH,BBB,72389.48,0.2
ABC15664,CH,BBB,306304.15,0.2
ABC15665,CH,B,49385.28,0.2
ABC15666,CH,A,36980.93,0.2
ABC15667,CH,BB,20041.03,0.2
ABC15668,CH,A,52437.11,0.2
ABC15669,CH,BBB,41955.29,0.2
ABC15670,CH,BB,208820.79,0.2
ABC15671,CH,CCC,43583.22,0.2
ABC15672,CH,A,12438.8,0.2
ABC15673,CH,BBB,44968.17,0.2
ABC15674,CH,A,276018.56,0.2
ABC15675,CH,BBB,11431.34,0.2
ABC15676,CH,BBB,22741.37,0.2
ABC15677,CH,CCC,5517.63,0.2
ABC15678,CH,BB,83951.11,0.2
ABC15679,CH,BBB,88753.58,0.2
ABC15680,CH,BBB,464732.59,0.2
ABC15681,CH,BBB,122036.1,0.2
ABC15682,CH,BBB,890.72,0.2
ABC15683,CH,A,37546.5,0.2
ABC15684,CH,A,94265.16,0.2
ABC15685,CH,BB,79618.52,0.2
ABC15686,CH,BBB,42553.5,0.2
ABC15687,CH,BBB,37928.7,0.2
ABC15688,CH,BBB,298606.51,0.2
ABC15689,CH,BB,63812.52,0.2
ABC15690,CH,BBB,38939.17,0.2
ABC15691,CH,BB,148678.04,0.2
ABC15692,CH,BBB,31629.77,0.2
ABC15693,CH,BB,50934.54,0.2
ABC15694,CH,BB,57325.57,0.2
ABC15695,CH,A,1000.48,0.2
ABC15696,CH,BBB,160308,0.2
ABC15697,CH,BB,56815.32,0.2
ABC15698,CH,BBB,29476.7,0.2
ABC15699,CH,BBB,184986.23,0.2
ABC15700,CH,BBB,77636.95,0.2
ABC15701,CH,BBB,142089.7,0.2
ABC15702,CH,BBB,188767.02,0.2
ABC15703,CH,BBB,10392.32,0.2
ABC15704,CH,BB,343589.5,0.2
ABC15705,CH,BBB,92211.49,0.2
ABC15706,CH,BBB,261036,0.2
ABC15707,CH,BBB,20433.74,0.2
ABC15708,CH,BBB,78544.68,0.2
ABC15709,CH,A,56008.65,0.2
ABC15710,CH,CCC,105278.12,0.2
ABC15711,CH,BBB,41359.84,0.2
ABC15712,CH,BBB,66420.18,0.2
ABC15713,CH,A,9217.87,0.2
ABC15714,CH,BBB,86139.49,0.2
ABC15715,CH,BB,1183.12,0.2
ABC15716,CH,BBB,151722.67,0.2
ABC15717,CH,BBB,4565.07,0.2
ABC15718,CH,BBB,257968.06,0.2
ABC15719,CH,BB,118479.66,0.2
ABC15720,CH,BBB,174894.03,0.2
ABC15721,CH,BBB,13650.01,0.2
ABC15722,CH,CCC,66943.62,0.2
ABC15723,CH,BB,201890.55,0.2
ABC15724,CH,BBB,33659.35,0.2
ABC15725,CH,BB,15552.83,0.2
ABC15726,CH,A,94066.65,0.2
ABC15727,CH,A,36277.65,0.2
ABC15728,CH,B,78489.42,0.2
ABC15729,CH,A,172662.23,0.2
ABC15730,CH,BB,266509.62,0.2
ABC15731,CH,AA,7957.52,0.2
ABC15732,CH,B,65246.33,0.2
ABC15733,CH,BBB,58403.62,0.2
ABC15734,CH,BBB,41133.86,0.2
ABC15735,CH,BBB,135538.42,0.2
ABC15736,CH,AA,11626.81,0.2
ABC15737,CH,BBB,359215.01,0.2
ABC15738,CH,BB,11768.27,0.2
ABC15739,CH,BB,256002.51,0.2
ABC15740,CH,BBB,470810.31,0.2
ABC15741,CH,BB,17902.93,0.2
ABC15742,CH,BBB,130986.68,0.2
ABC15743,CH,BBB,50180.29,0.2
ABC15744,CH,CCC,217772.48,0.2
ABC15745,CH,BB,148801.45,0.2
ABC15746,CH,BBB,23012.19,0.2
ABC15747,CH,BBB,126360.26,0.2
ABC15748,CH,A,167282.89,0.2
ABC15749,CH,BBB,39113.28,0.2
ABC15750,CH,A,10697.33,0.2
ABC15751,CH,BBB,15138.56,0.2
ABC15752,CH,CCC,6533.88,0.2
ABC15753,CH,BBB,198799.72,0.2
ABC15754,CH,BBB,60049.77,0.2
ABC15755,CH,BB,23626.79,0.2
ABC15756,CH,AA,35523.72,0.2
ABC15757,CH,BBB,48137.92,0.2
ABC15758,CH,BBB,353375.35,0.2
ABC15759,CH,BB,26489.23,0.2
ABC15760,CH,BB,111061.36,0.2
ABC15761,CH,BB,132530.24,0.2
ABC15762,CH,BB,53788.49,0.2
ABC15763,CH,BBB,140605.97,0.2
ABC15764,CH,BBB,28176.32,0.2
ABC15765,CH,BBB,181605.38,0.2
ABC15766,CH,A,99562.39,0.2
ABC15767,CH,BBB,81523.9,0.2
ABC15768,CH,BB,7073.58,0.2
ABC15769,CH,BBB,111559.47,0.2
ABC15770,CH,BBB,31981.33,0.2
ABC15771,CH,A,3316.9,0.2
ABC15772,CH,BBB,55630.88,0.2
ABC15773,CH,B,32858.37,0.2
ABC15774,CH,A,108231.65,0.2
ABC15775,CH,BB,13450.59,0.2
ABC15776,CH,A,361873.29,0.2
ABC15777,CH,A,61792.21,0.2
ABC15778,CH,CCC,18516.45,0.2
ABC15779,CH,A,120612.55,0.2
ABC15780,CH,BB,73163.24,0.2
ABC15781,CH,BBB,166352.3,0.2
ABC15782,CH,BB,41616.63,0.2
ABC15783,CH,A,18967.87,0.2
ABC15784,CH,BB,40560.69,0.2
ABC15785,CH,BBB,119280.84,0.2
ABC15786,CH,BBB,269730.24,0.2
ABC15787,CH,BBB,61715.46,0.2
ABC15788,CH,BB,338538.88,0.2
ABC15789,CH,BBB,126946.8,0.2
ABC15790,CH,BBB,46263.28,0.2
ABC15791,CH,BBB,730137.14,0.2
ABC15792,CH,BBB,134221.16,0.2
ABC15793,CH,A,61287.65,0.2
ABC15794,CH,A,73813.52,0.2
ABC15795,CH,A,240681.17,0.2
ABC15796,CH,BBB,83305.27,0.2
ABC15797,CH,BBB,5202.8,0.2
ABC15798,CH,A,195956.85,0.2
ABC15799,CH,BBB,84139.45,0.2
ABC15800,CH,B,85748.63,0.2
ABC15801,CH,BB,65648.75,0.2
ABC15802,CH,BBB,30105.06,0.2
ABC15803,CH,A,26850.3,0.2
ABC15804,CH,BBB,36175.78,0.2
ABC15805,CH,A,209321.6,0.2
ABC15806,CH,BB,15645.16,0.2
ABC15807,CH,AA,174472.76,0.2
ABC15808,CH,BBB,54778.69,0.2
ABC15809,CH,BBB,77681.29,0.2
ABC15810,CH,BB,202657.21,0.2
ABC15811,CH,BBB,21418.68,0.2
ABC15812,CH,CCC,353275.37,0.2
ABC15813,CH,BB,60429.46,0.2
ABC15814,CH,BB,21284.18,0.2
ABC15815,CH,BBB,23214.75,0.2
ABC15816,CH,BB,295331.71,0.2
ABC15817,CH,BB,61782.32,0.2
ABC15818,CH,A,62202.81,0.2
ABC15819,CH,AA,77414.8,0.2
ABC15820,CH,BBB,125042.83,0.2
ABC15821,CH,BBB,20193.33,0.2
ABC15822,CH,BBB,353519.94,0.2
ABC15823,CH,BBB,51740.82,0.2
ABC15824,CH,BBB,34945.95,0.2
ABC15825,CH,BBB,353518.61,0.2
ABC15826,CH,BBB,251173.46,0.2
ABC15827,CH,BBB,120990.34,0.2
ABC15828,CH,BB,160590.9,0.2
ABC15829,CH,B,209612.89,0.2
ABC15830,CH,AA,18316.79,0.2
ABC15831,CH,BBB,29494.25,0.2
ABC15832,CH,BB,48071.71,0.2
ABC15833,CH,BBB,106484.88,0.2
ABC15834,CH,BBB,105048.61,0.2
ABC15835,CH,BB,38681.24,0.2
ABC15836,CH,BBB,315392.09,0.2
ABC15837,CH,BB,9425.07,0.2
ABC15838,CH,BBB,109269.34,0.2
ABC15839,CH,BBB,33094.89,0.2
ABC15840,CH,BBB,113798.73,0.2
ABC15841,CH,BB,9054.26,0.2
ABC15842,CH,B,11084.65,0.2
ABC15843,CH,BBB,57016.7,0.2
ABC15844,CH,BBB,10226.98,0.2
ABC15845,CH,AA,218659.63,0.2
ABC15846,CH,A,346892.83,0.2
ABC15847,CH,BBB,103990.1,0.2
ABC15848,CH,B,76607.1,0.2
ABC15849,CH,B,192720.31,0.2
ABC15850,CH,CCC,52507.99,0.2
ABC15851,CH,BBB,51604.35,0.2
ABC15852,CH,BBB,7382.64,0.2
ABC15853,CH,BBB,36710.08,0.2
ABC15854,CH,BBB,149254.81,0.2
ABC15855,CH,BBB,235617.26,0.2
ABC15856,CH,BBB,77286.05,0.2
ABC15857,CH,BBB,151818.2,0.2
ABC15858,CH,BB,103897.88,0.2
ABC15859,CH,BBB,90677.72,0.2
ABC15860,CH,BBB,3299.42,0.2
ABC15861,CH,BBB,87893.23,0.2
ABC15862,CH,BBB,16956.66,0.2
ABC15863,CH,B,70314.03,0.2
ABC15864,CH,BBB,260032.67,0.2
ABC15865,CH,BB,20915.17,0.2
ABC15866,CH,AA,53938.25,0.2
ABC15867,CH,BBB,43217.7,0.2
ABC15868,CH,B,120929.74,0.2
ABC15869,CH,BBB,100214.19,0.2
ABC15870,CH,A,154155.33,0.2
ABC15871,CH,BBB,97661.87,0.2
ABC15872,CH,BB,9912.28,0.2
ABC15873,CH,BBB,98705.57,0.2
ABC15874,CH,BB,63218.44,0.2
ABC15875,CH,A,114029.9,0.2
ABC15876,CH,BB,27916.51,0.2
ABC15877,CH,BB,217626.58,0.2
ABC15878,CH,BBB,121313.13,0.2
ABC15879,CH,A,5789.72,0.2
ABC15880,CH,BBB,8345.67,0.2
ABC15881,CH,BB,268961.9,0.2
ABC15882,CH,BBB,127311.53,0.2
ABC15883,CH,BBB,66264.39,0.2
ABC15884,CH,BBB,17010.82,0.2
ABC15885,CH,A,347607.65,0.2
ABC15886,CH,BBB,112343.68,0.2
ABC15887,CH,BBB,142670.7,0.2
ABC15888,CH,BBB,48740.39,0.2
ABC15889,CH,BB,22732.46,0.2
ABC15890,CH,A,125040.37,0.2
ABC15891,CH,A,44423.34,0.2
ABC15892,CH,BBB,100105.94,0.2
ABC15893,CH,BB,91826.61,0.2
ABC15894,CH,BBB,37361.13,0.2
ABC15895,CH,A,53755.43,0.2
ABC15896,CH,BBB,207745.06,0.2
ABC15897,CH,A,12462.76,0.2
ABC15898,CH,AA,84244.04,0.2
ABC15899,CH,BB,104096.04,0.2
ABC15900,CH,BBB,27040.91,0.2
ABC15901,CH,BB,151268.54,0.2
ABC15902,CH,BB,171648.68,0.2
ABC15903,CH,BBB,57970.26,0.2
ABC15904,CH,BB,72400.76,0.2
ABC15905,CH,BB,58684.23,0.2
ABC15906,CH,A,15611.36,0.2
ABC15907,CH,A,865,0.2
ABC15908,CH,BBB,60018.47,0.2
ABC15909,CH,BBB,505298.74,0.2
ABC15910,CH,A,175552.57,0.2
ABC15911,CH,BBB,158926.36,0.2
ABC15912,CH,A,22940.87,0.2
ABC15913,CH,A,105467.7,0.2
ABC15914,CH,BB,94552.4,0.2
ABC15915,CH,BB,115887.05,0.2
ABC15916,CH,B,121979.66,0.2
ABC15917,CH,BBB,70096.58,0.2
ABC15918,CH,AA,13113.07,0.2
ABC15919,CH,BBB,5863.25,0.2
ABC15920,CH,A,138413.8,0.2
ABC15921,CH,BBB,141336.91,0.2
ABC15922,CH,BB,199852.15,0.2
ABC15923,CH,BBB,40408.07,0.2
ABC15924,CH,B,326684.69,0.2
ABC15925,CH,BBB,178990.51,0.2
ABC15926,CH,A,46870.21,0.2
ABC15927,CH,A,15580.92,0.2
ABC15928,CH,A,62653.4,0.2
ABC15929,CH,BBB,48756.21,0.2
ABC15930,CH,A,4333.8,0.2
ABC15931,CH,BBB,122524.98,0.2
ABC15932,CH,BBB,512857.97,0.2
ABC15933,CH,A,73591.88,0.2
ABC15934,CH,B,60514.69,0.2
ABC15935,CH,A,406756.07,0.2
ABC15936,CH,BBB,48298.7,0.2
ABC15937,CH,BBB,144144.75,0.2
ABC15938,CH,CCC,27683.47,0.2
ABC15939,CH,B,321812.68,0.2
ABC15940,CH,BBB,240235.95,0.2
ABC15941,CH,A,330277.5,0.2
ABC15942,CH,A,88322.44,0.2
ABC15943,CH,A,112986.59,0.2
ABC15944,CH,BB,32603.8,0.2
ABC15945,CH,AA,134958.69,0.2
ABC15946,CH,BBB,237998.21,0.2
ABC15947,CH,BB,396538.31,0.2
ABC15948,CH,BB,61557.96,0.2
ABC15949,CH,BBB,13328.56,0.2
ABC15950,CH,BBB,259236.08,0.2
ABC15951,CH,BBB,179054.93,0.2
ABC15952,CH,BBB,169854.52,0.2
ABC15953,CH,A,226017.75,0.2
ABC15954,CH,BB,318873.56,0.2
ABC15955,CH,BBB,176275.94,0.2
ABC15956,CH,AA,249360.58,0.2
ABC15957,CH,BBB,61598.06,0.2
ABC15958,CH,BBB,14912.48,0.2
ABC15959,CH,BBB,1901.51,0.2
ABC15960,CH,BBB,239151.37,0.2
ABC15961,CH,A,24204.55,0.2
ABC15962,CH,BB,316015.79,0.2
ABC15963,CH,BBB,98810.42,0.2
